ISO	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
IRQ	Iraq	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	n/a	n/a	n/a	n/a	n/a	36.959	53.248	30.821	2.668	-2.194	2.445	5.604	6.089	1.879	2.236	1.393	0.525	0.184	0.367	-0.199	0.574	6.44	4.531	2020
IRQ	Iraq	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
IRL	Ireland	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"28,339.48"	"31,396.81"	"34,376.00"	"36,202.11"	"38,114.55"	"40,550.59"	"42,797.10"	"44,337.00"	"41,473.01"	"37,281.75"	"36,638.70"	"37,448.11"	"38,115.06"	"38,745.24"	"41,764.92"	"55,749.64"	"56,599.44"	"61,531.59"	"66,727.38"	"72,019.00"	"74,657.72"	"85,732.49"	"89,570.09"	2020
IRL	Ireland	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"26,186.26"	"28,120.10"	"32,482.08"	"40,940.14"	"47,389.26"	"50,476.48"	"53,738.84"	"60,770.05"	"60,989.98"	"51,943.47"	"48,612.20"	"52,116.93"	"49,000.81"	"51,459.00"	"55,499.03"	"61,861.20"	"62,632.81"	"69,486.55"	"78,837.74"	"80,632.33"	"85,205.50"	"102,394.02"	"108,162.69"	2020
IRL	Ireland	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2020 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 09/2021	77.125	80.2	83.958	87.325	89.333	91.3	93.733	96.45	99.458	97.783	96.2	97.35	99.192	99.725	100.033	99.983	99.808	100.067	100.775	101.642	101.175	103.097	105.056	2020
IRL	Ireland	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	5.302	3.987	4.686	4.01	2.3	2.201	2.665	2.898	3.119	-1.684	-1.619	1.195	1.892	0.538	0.309	-0.05	-0.175	0.259	0.708	0.86	-0.459	1.9	1.9	2020
IRL	Ireland	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021"	4.4	4.175	4.725	4.842	4.75	4.625	4.775	5	6.8	12.642	14.6	15.4	15.492	13.767	11.892	9.925	8.383	6.742	5.767	4.983	5.833	7.76	6.954	2020
ISR	Israel	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"85,916.60"	"85,479.52"	"87,409.00"	"86,523.23"	"89,276.72"	"92,422.66"	"97,401.49"	"102,563.33"	"106,419.96"	"109,292.91"	"115,127.82"	"120,895.78"	"126,016.15"	"131,847.26"	"135,476.01"	"139,237.47"	"143,412.90"	"146,829.23"	"151,088.30"	"156,716.80"	"152,089.51"	"161,861.66"	"169,133.01"	2020
ISR	Israel	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"21,071.76"	"20,324.93"	"18,449.18"	"18,998.84"	"19,919.02"	"20,594.66"	"21,859.44"	"24,966.23"	"29,659.79"	"27,793.38"	"30,791.28"	"33,787.43"	"32,681.20"	"36,515.12"	"37,864.41"	"35,822.86"	"37,341.60"	"40,790.93"	"42,079.34"	"43,965.66"	"44,181.17"	"49,840.25"	"52,504.19"	2020
ISR	Israel	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. NSO and Haver Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2020 Primary domestic currency: Israeli new shekel Data last updated: 09/2021	75.25	76.067	80.408	80.933	80.592	81.675	83.4	83.825	87.675	90.592	93.017	96.225	97.867	99.35	99.833	99.2	98.658	98.9	99.708	100.55	99.958	101.366	103.208	2020
ISR	Israel	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	1.147	1.085	5.708	0.653	-0.422	1.344	2.112	0.51	4.593	3.327	2.677	3.449	1.706	1.516	0.486	-0.634	-0.546	0.245	0.817	0.844	-0.588	1.408	1.818	2020
ISR	Israel	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2020 Employment type: National definition. Seasonally adjusted. Primary domestic currency: Israeli new shekel Data last updated: 09/2021	10.9	11.625	12.875	13.4	12.9	11.2	10.45	9.15	7.65	9.425	8.25	7.05	6.875	6.25	5.9	5.275	4.8	4.225	4	3.825	4.3	5.1	4.6	2020
ITA	Italy	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"21,810.19"	"22,895.37"	"23,691.53"	"24,388.55"	"25,208.61"	"25,732.64"	"26,637.74"	"27,599.06"	"27,756.80"	"26,543.93"	"26,993.99"	"27,502.88"	"27,025.26"	"26,755.51"	"26,967.96"	"27,454.04"	"28,186.21"	"28,911.06"	"29,556.76"	"29,940.52"	"27,692.05"	"29,794.52"	"31,607.69"	2019
ITA	Italy	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"20,153.07"	"20,505.91"	"22,386.26"	"27,580.46"	"31,342.81"	"32,031.43"	"33,448.09"	"37,828.36"	"40,818.99"	"36,982.81"	"35,815.62"	"38,276.03"	"34,743.73"	"35,534.99"	"35,836.18"	"30,463.70"	"31,190.79"	"32,648.76"	"34,921.01"	"33,521.34"	"31,604.43"	"35,584.88"	"38,168.69"	2019
ITA	Italy	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. Data available from 1982 only Latest actual data: 2020 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 09/2021	74.217	75.942	77.925	80.117	81.925	83.733	85.6	87.333	90.383	91.075	92.55	95.267	98.425	99.65	99.883	99.992	99.942	101.267	102.525	103.175	103.025	104.734	106.607	2020
